source_id,all_0 summary,all_1 summary,all_2 summary,all_3 summary
499456140044824576,There's a lot going on at the moment.,There are no more witnesses to this story.,"According to Wikipedia, there is no such thing as ""fake news"".",Vietnam War Memorial Day is approaching.
499530130487017472,A woman was shot in the head.,There was a shooting at a party.,A woman was shot in the head.,The following files are available to download.
499612545909415938,There is no justice in the world.,There's no money in it for them.,It's not a big deal for black people.,The number of black people killed in 2017 is unknown.
499679379820412928,Mike Brown had no criminal record.,Mike Brown had no criminal record.,Mike Brown had no criminal record.,Mike Brown had no criminal record.
499683602452717569,@nealcarter @ksdk,@nealcarter has a criminal record.,@nealcarter confirms that it's irrelevant.,Mike had no criminal record.
500258409988763649,There is no such thing as a free lunch.,The name of the police department is being released.,"On Twitter, @USATODAY",There is no such thing as a free lunch.
500270780832174080,There's a lot of tension in the world.,There is no such thing as a free lunch.,There is no such thing as free lunch.,The man who shot and killed Darren is still at large.
500278045597368320,Theresa is the right link.,The news is coming to you fast.,There is no such thing as fake news.,There's a lot of money to be made.
500278294055768064,There's nothing good will come out of this.,There is no record of this happening.,The post was last modified: by,There is no such thing as too much information.
500279160795721728,@DanteB4u wants to know why the police didn't stop them.,@DanteB4u is a suspect.,There was a robbery in the street.,"It's not about being smart, it's about being free."
500279189405433858,Mike admitted on national TV that he was wrong.,@edeweysmith wants to know if he was profiled.,"""I don't care if it's good or bad.","""It's not the same person on all those pictures."
500280422295937024,Yamiche is a six year veteran.,Yamiche is the author of several books.,There are no infractions against Yam.,Darren is a six year veteran of the police force.
500280838710247424,Antonio is a suspect in the shooting.,There was a robbery in the area.,There is no evidence of a crime.,There was a robbery in the area.
500281094239817728,It's not always easy to know when you're wrong.,They will let the other one go.,It's a story that continues to unfold.,There's a lot of work to be done.
500281131057811456,It was not wanted by the police.,Anon shares his opinion on the matter.,Anon wants to know what kind of clothes the girl is wearing.,There's a lot of stuff going on.
500284699546517505,There is no evidence of a crime.,There is no such thing as too much information.,It takes time to learn something new.,Lakshmi is a writer.
500286058664579072,There's a picture of a person with their face covered.,The link is to a video of a robbery.,Mike is not wearing his shoes.,There's a fight going on in the neighborhood.
500288349924782080,Anon shares this article with his friends.,There is no such thing as too many shoes.,There is no such thing as too much information.,Anon shares his views on politics.
500290456845299714,There is no such thing as a free lunch.,Anon is not a suspect.,Anon bought a box from a drugstore.,Anon shares his opinion on the topic.
500294803402137600,The suspect was stopped by the police.,There was a robbery in #Ferguson.,There is no way to know if it is true or not.,A man has been shot in the head.
500295393301647360,There was a problem with the camera.,What are you going to do?,The video is available on YouTube.,(http://www.washingtonpost.com/
500298752469770240,A man is about to be arrested.,It's similar to what the Egyptians did to the Greeks.,It's almost like the world is going to end.,There is no such thing as too much evidence.
500303431928922113,There is no such thing as innocent till proven guilty.,Prison is not a place for the mentally ill.,A new law is being passed in Australia.,There are a lot of photos on the Internet.
500307001629745152,There's a lot of information on Facebook.,Mike is trying to kill himself.,Mike is trying to kill himself.,This article originally appeared on i-D.
500308076004929537,There is no such thing as an excuse.,Anon shares his opinion on the issue.,There is no such thing as too much information.,The search for a missing person continues.
500319675797209088,There will be no one left in the world.,The rules are different for everyone.,There is no such thing as free will.,There's no need to try it.
500319801344929795,The truth is out there and it's not pretty.,The Internet is a wonderful thing.,Theresa is speaking out against police brutality.,The Internet is a wonderful thing.
500327106824245249,There's a lot of smoke in the room.,It was not a good day.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
500327120770301952,Zellie is one of the highest paid actors on Twitter.,There are many ways to get away with murder.,There is no such thing as a free lunch.,There is no such thing as too much information.
500332933098385408,There's a war on for your mind.,There is no motive in fighting.,(http://www.washingtonpost.com/,(http://www.washingtonpost.com/
500341884678836224,It's been 50 years since I shot my first gun.,There is no proof that he didn't do it.,The writer is a freelance journalist.,There is no such thing as too much information.
500347114975944705,The video has been circulating for some time.,There is no evidence of anything wrong with the video.,There is no such thing as too much money.,The Internet is a wonderful thing.
500354773133299713,The police beat a man and charged him for bleeding.,The police beat up a man.,The police beat up a man.,The police beat up a man.
500363126294863876,There is something wrong with this picture.,There is something wrong with this picture.,There is no such thing as too much information.,(http://www.washingtonpost.com/
500363740311982081,Maxwell is going to die soon.,Maxwell is talking about a subject.,Maxwell wants to talk about a subject.,There is no such thing as a good excuse.
500371149713178625,There is no such thing as a happy medium.,There's a fight going on in Egypt.,There is no such thing as free will.,There is no such thing as too much information.
500377145349521411,"It's not a crime, but it does violate the law.",The law doesn't apply to everyone.,There is no such thing as too much alcohol.,There is a difference between an idiot and an idiot.
500377906305327104,After they beat him to the punch.,It's true. It's very true.,There is no such thing as too much information.,JEREMY JOHNSON
500378522788315137,There is no solution to the problem.,It's a slow day at work.,"It's not about the money, it's about the time.",Loraine is a writer.
500381163866062848,The police are looking for a suspect.,There are times when you have to laugh at yourself.,There is no such thing as too much information.,(http://www.washingtonpost.com/
500389488217309184,Lisa doesn't want to be called a liar.,Lisa wants to know what it's like to be a police officer.,Lisa didn't know about the robbery.,Lisa got a call from the police.
500391222075076610,Someone did something wrong and now it's being punished.,The video is available on YouTube.,Dorian is in trouble.,There's a problem with the internet.
500394061887709184,Jelani wants to know if he should be called by his real name.,Jelani shares a funny video.,It's not a good idea to kill people.,There was a robbery at the store.
